temporada,fecha,id_pais,id_partido,id_local,id_visitante,goles_local,goles_visitante,nombre_liga
2015/2016,2015-11-21 00:00:00,4769,1989911,8689,9847,1,2,France Ligue 1
2015/2016,2016-03-06 00:00:00,4769,1990015,9748,9747,5,1,France Ligue 1
2015/2016,2016-05-14 00:00:00,4769,1990103,9747,9831,2,3,France Ligue 1
2015/2016,2015-09-23 00:00:00,4769,1989844,9831,9827,6,1,France Ligue 1
2008/2009,2008-11-15 00:00:00,7809,499432,9788,9823,2,2,Germany 1. Bundesliga
2008/2009,2008-12-13 00:00:00,7809,499462,9790,9810,1,0,Germany 1. Bundesliga
2008/2009,2008-12-13 00:00:00,7809,499466,8177,8295,4,0,Germany 1. Bundesliga
2008/2009,2009-02-13 00:00:00,7809,499496,8226,8178,1,4,Germany 1. Bundesliga
2008/2009,2009-03-07 00:00:00,7809,499517,10269,9789,2,1,Germany 1. Bundesliga
2008/2009,2008-10-04 00:00:00,7809,499371,9823,9911,3,3,Germany 1. Bundesliga
2008/2009,2008-10-18 00:00:00,7809,499383,8721,9912,4,1,Germany 1. Bundesliga
2008/2009,2008-10-18 00:00:00,7809,499384,9810,8178,0,2,Germany 1. Bundesliga
2009/2010,2010-01-16 00:00:00,7809,674430,9788,9911,1,2,Germany 1. Bundesliga
2009/2010,2010-01-23 00:00:00,7809,674432,8697,9823,2,3,Germany 1. Bundesliga
2009/2010,2010-03-06 00:00:00,7809,674494,8722,9823,1,1,Germany 1. Bundesliga
2009/2010,2010-04-18 00:00:00,7809,674547,9789,8226,1,1,Germany 1. Bundesliga
2009/2010,2010-05-08 00:00:00,7809,674580,8165,8722,1,0,Germany 1. Bundesliga
2009/2010,2009-09-12 00:00:00,7809,674299,9790,10269,3,1,Germany 1. Bundesliga
2009/2010,2009-10-18 00:00:00,7809,674342,8721,9788,2,1,Germany 1. Bundesliga
2010/2011,2011-03-12 00:00:00,7809,857272,8226,9789,1,0,Germany 1. Bundesliga
2011/2012,2012-02-04 00:00:00,7809,1030216,8178,10269,2,2,Germany 1. Bundesliga
2011/2012,2011-09-25 00:00:00,7809,1029897,8722,8226,2,0,Germany 1. Bundesliga
2012/2013,2012-08-26 00:00:00,7809,1239456,9904,10189,2,2,Germany 1. Bundesliga
2012/2013,2012-11-17 00:00:00,7809,1239568,9788,10269,1,2,Germany 1. Bundesliga
2012/2013,2013-02-09 00:00:00,7809,1239653,9904,8226,1,0,Germany 1. Bundesliga
2012/2013,2013-02-16 00:00:00,7809,1239664,8194,8357,1,0,Germany 1. Bundesliga
2012/2013,2013-03-02 00:00:00,7809,1239676,8721,10189,1,4,Germany 1. Bundesliga
2012/2013,2012-09-25 00:00:00,7809,1239476,9823,8721,3,0,Germany 1. Bundesliga
2012/2013,2012-09-29 00:00:00,7809,1239515,8697,9823,0,2,Germany 1. Bundesliga
2012/2013,2012-09-30 00:00:00,7809,1239519,9810,8358,2,1,Germany 1. Bundesliga
2012/2013,2012-10-26 00:00:00,7809,1239545,8406,9790,0,2,Germany 1. Bundesliga
2013/2014,2013-10-26 00:00:00,7809,1479074,8178,8406,2,1,Germany 1. Bundesliga
2013/2014,2014-01-25 00:00:00,7809,1479145,9789,8406,2,2,Germany 1. Bundesliga
2013/2014,2013-08-17 00:00:00,7809,1479005,8358,9905,1,2,Germany 1. Bundesliga
2013/2014,2014-03-26 00:00:00,7809,1479236,9810,9788,1,0,Germany 1. Bundesliga
2013/2014,2014-05-03 00:00:00,7809,1479285,9789,8226,3,2,Germany 1. Bundesliga
2013/2014,2013-10-19 00:00:00,7809,1479069,9810,8165,1,1,Germany 1. Bundesliga
2014/2015,2014-08-23 00:00:00,7809,1732671,9904,10189,2,1,Germany 1. Bundesliga
2014/2015,2015-03-07 00:00:00,7809,1732930,8406,8721,1,0,Germany 1. Bundesliga
2014/2015,2015-03-07 00:00:00,7809,1732932,8358,8697,0,1,Germany 1. Bundesliga
2014/2015,2014-09-14 00:00:00,7809,1732734,9904,9790,2,0,Germany 1. Bundesliga
2015/2016,2016-01-24 00:00:00,7809,2002246,10189,8697,1,3,Germany 1. Bundesliga
2015/2016,2016-01-30 00:00:00,7809,2002263,8262,10189,0,2,Germany 1. Bundesliga
2015/2016,2016-04-16 00:00:00,7809,2002417,8406,10269,1,0,Germany 1. Bundesliga
2015/2016,2016-04-15 00:00:00,7809,2002419,9904,9788,2,0,Germany 1. Bundesliga
2008/2009,2008-08-31 00:00:00,10257,537638,8686,9875,1,1,Italy Serie A
2008/2009,2008-11-16 00:00:00,10257,539671,8530,9804,3,2,Italy Serie A
2008/2009,2009-01-11 00:00:00,10257,539730,8600,9882,1,1,Italy Serie A
2008/2009,2009-01-18 00:00:00,10257,539744,8530,9857,1,2,Italy Serie A
2008/2009,2009-01-28 00:00:00,10257,539762,9804,8690,0,0,Italy Serie A
2008/2009,2009-03-22 00:00:00,10257,539840,8636,8690,3,0,Italy Serie A
2008/2009,2008-09-21 00:00:00,10257,539575,9882,8533,1,1,Italy Serie A
2008/2009,2009-04-11 00:00:00,10257,539863,10233,9885,3,2,Italy Serie A
2008/2009,2009-04-19 00:00:00,10257,539877,8524,8690,0,1,Italy Serie A
2008/2009,2009-05-03 00:00:00,10257,539891,8540,8529,5,1,Italy Serie A
2008/2009,2008-10-05 00:00:00,10257,539604,8551,8686,1,0,Italy Serie A
2008/2009,2008-10-18 00:00:00,10257,539614,9875,9885,2,1,Italy Serie A
2009/2010,2010-01-17 00:00:00,10257,704742,10167,8600,0,0,Italy Serie A
2009/2010,2010-02-07 00:00:00,10257,704829,8636,8529,3,0,Italy Serie A
2009/2010,2009-09-23 00:00:00,10257,704446,9857,8537,2,0,Italy Serie A
2009/2010,2009-10-04 00:00:00,10257,704497,9857,10233,1,3,Italy Serie A
2009/2010,2009-10-25 00:00:00,10257,704521,8524,10167,3,1,Italy Serie A
2010/2011,2011-05-01 00:00:00,10257,888503,10167,8540,3,1,Italy Serie A
2010/2011,2010-09-25 00:00:00,10257,888203,8564,10233,1,0,Italy Serie A
2011/2012,2012-01-15 00:00:00,10257,1083300,10233,8600,3,2,Italy Serie A
2011/2012,2012-02-05 00:00:00,10257,1083376,9885,8551,0,0,Italy Serie A
2011/2012,2012-02-25 00:00:00,10257,1083392,8564,9885,1,1,Italy Serie A
2011/2012,2012-04-07 00:00:00,10257,1083248,8600,10167,3,1,Italy Serie A
2011/2012,2011-10-16 00:00:00,10257,1083017,9880,8535,0,0,Italy Serie A
2012/2013,2012-10-31 00:00:00,10257,1287057,8524,9875,1,0,Italy Serie A
2012/2013,2012-09-01 00:00:00,10257,1286977,9857,8564,1,3,Italy Serie A
2012/2013,2013-04-07 00:00:00,10257,1287274,8551,10167,0,0,Italy Serie A
2012/2013,2013-04-21 00:00:00,10257,1287288,9875,8529,3,2,Italy Serie A
2012/2013,2013-04-27 00:00:00,10257,1287306,8529,8600,0,1,Italy Serie A
2012/2013,2013-05-08 00:00:00,10257,1287322,8636,8543,1,3,Italy Serie A
2012/2013,2012-10-21 00:00:00,10257,1287045,10167,9882,2,1,Italy Serie A
2013/2014,2013-11-10 00:00:00,10257,1536630,8524,9857,2,1,Italy Serie A
2013/2014,2014-01-19 00:00:00,10257,1536712,8564,9876,1,0,Italy Serie A
2013/2014,2014-01-19 00:00:00,10257,1536716,9857,9875,2,2,Italy Serie A
2013/2014,2014-01-26 00:00:00,10257,1536724,8535,10233,3,3,Italy Serie A
2013/2014,2014-03-09 00:00:00,10257,1536780,8543,8524,0,1,Italy Serie A
2013/2014,2014-03-30 00:00:00,10257,1536824,9882,8535,0,0,Italy Serie A
2013/2014,2014-04-12 00:00:00,10257,1536840,8686,8524,3,1,Italy Serie A
2013/2014,2013-10-05 00:00:00,10257,1536582,8533,8524,0,1,Italy Serie A
2014/2015,2014-12-18 00:00:00,10257,1786124,8529,9885,1,3,Italy Serie A
2014/2015,2015-01-10 00:00:00,10257,1786151,7943,8600,1,1,Italy Serie A
2014/2015,2015-01-25 00:00:00,10257,1786201,9876,8524,1,0,Italy Serie A
2014/2015,2015-01-31 00:00:00,10257,1786213,10233,8535,1,1,Italy Serie A
2014/2015,2015-04-04 00:00:00,10257,1786294,8529,8543,1,3,Italy Serie A
2014/2015,2014-09-21 00:00:00,10257,1785991,8524,8535,0,1,Italy Serie A
2014/2015,2015-04-25 00:00:00,10257,1786326,8600,8564,2,1,Italy Serie A
2014/2015,2015-05-03 00:00:00,10257,1786341,8535,9880,3,1,Italy Serie A
2014/2015,2015-05-17 00:00:00,10257,1786370,8686,8600,2,1,Italy Serie A
2014/2015,2015-05-24 00:00:00,10257,1786373,8540,8535,2,3,Italy Serie A
2014/2015,2014-10-04 00:00:00,10257,1786027,8564,8533,2,0,Italy Serie A
2014/2015,2014-10-19 00:00:00,10257,1786041,9804,8600,1,0,Italy Serie A
2015/2016,2015-11-01 00:00:00,10257,2060468,10233,9875,0,0,Italy Serie A
2015/2016,2015-08-30 00:00:00,10257,2060272,9875,9882,2,2,Italy Serie A
2015/2016,2015-08-30 00:00:00,10257,2060273,8686,9885,2,1,Italy Serie A
2015/2016,2016-01-24 00:00:00,10257,2060302,9882,9875,2,4,Italy Serie A
2015/2016,2016-05-08 00:00:00,10257,2060617,9882,10233,0,3,Italy Serie A
2015/2016,2015-10-04 00:00:00,10257,2060388,9885,9857,3,1,Italy Serie A
2008/2009,2008-11-08 00:00:00,13274,523734,9791,8277,0,0,Netherlands Eredivisie
2008/2009,2008-11-29 00:00:00,13274,523759,8526,9803,1,1,Netherlands Eredivisie
2008/2009,2009-01-25 00:00:00,13274,523818,6601,10217,0,1,Netherlands Eredivisie
2008/2009,2009-02-21 00:00:00,13274,523858,10228,8525,3,1,Netherlands Eredivisie
2009/2010,2009-11-28 00:00:00,13274,662374,10228,10219,3,1,Netherlands Eredivisie
2009/2010,2009-12-13 00:00:00,13274,662396,8277,9908,2,2,Netherlands Eredivisie
2009/2010,2010-01-20 00:00:00,13274,662408,8674,10228,2,0,Netherlands Eredivisie
2009/2010,2010-04-18 00:00:00,13274,662539,8611,10235,2,0,Netherlands Eredivisie
2009/2010,2009-10-04 00:00:00,13274,662324,10228,9839,1,1,Netherlands Eredivisie
2010/2011,2010-08-14 00:00:00,13274,836104,8611,10228,0,0,Netherlands Eredivisie
2010/2011,2011-01-28 00:00:00,13274,836532,8464,9791,1,1,Netherlands Eredivisie
2010/2011,2011-01-30 00:00:00,13274,836557,8611,10235,2,1,Netherlands Eredivisie
2010/2011,2011-03-20 00:00:00,13274,836648,10218,8611,0,2,Netherlands Eredivisie
2010/2011,2010-09-25 00:00:00,13274,836231,8611,8593,2,2,Netherlands Eredivisie
2011/2012,2011-12-02 00:00:00,13274,1028615,9791,9839,7,0,Netherlands Eredivisie
2011/2012,2011-12-03 00:00:00,13274,1028619,8593,10218,4,1,Netherlands Eredivisie
2011/2012,2012-02-05 00:00:00,13274,1028715,8464,10235,0,2,Netherlands Eredivisie
2011/2012,2012-02-10 00:00:00,13274,1028720,8611,9791,2,3,Netherlands Eredivisie
2011/2012,2012-02-25 00:00:00,13274,1028760,9839,9791,3,1,Netherlands Eredivisie
2011/2012,2012-03-09 00:00:00,13274,1028820,9803,9839,3,1,Netherlands Eredivisie
2011/2012,2012-04-12 00:00:00,13274,1028952,8526,9908,3,0,Netherlands Eredivisie
2011/2012,2011-09-11 00:00:00,13274,1028527,9761,10235,1,3,Netherlands Eredivisie
2012/2013,2012-11-04 00:00:00,13274,1222852,10228,6413,2,1,Netherlands Eredivisie
2012/2013,2012-11-11 00:00:00,13274,1222868,8277,8611,0,0,Netherlands Eredivisie
2012/2013,2012-12-21 00:00:00,13274,1223024,10229,8611,0,3,Netherlands Eredivisie
2012/2013,2012-08-19 00:00:00,13274,1222684,10217,10219,2,2,Netherlands Eredivisie
2013/2014,2013-10-19 00:00:00,13274,1473106,8611,8593,1,1,Netherlands Eredivisie
2013/2014,2013-12-15 00:00:00,13274,1473171,8277,9761,3,2,Netherlands Eredivisie
2013/2014,2014-01-18 00:00:00,13274,1473187,10228,9803,2,2,Netherlands Eredivisie
2013/2014,2014-02-15 00:00:00,13274,1473232,9803,10217,0,1,Netherlands Eredivisie
2013/2014,2014-04-27 00:00:00,13274,1473318,9803,8674,1,2,Netherlands Eredivisie
2014/2015,2015-01-25 00:00:00,13274,1712564,6433,10217,1,0,Netherlands Eredivisie
2014/2015,2014-08-16 00:00:00,13274,1712406,8611,10217,2,2,Netherlands Eredivisie
2014/2015,2015-02-08 00:00:00,13274,1712589,8525,9791,3,0,Netherlands Eredivisie
2015/2016,2015-08-08 00:00:00,13274,1983274,9803,9791,3,1,Netherlands Eredivisie
2015/2016,2015-11-22 00:00:00,13274,1983388,10217,8277,2,2,Netherlands Eredivisie
2015/2016,2015-11-28 00:00:00,13274,1983391,10218,10235,2,4,Netherlands Eredivisie
2015/2016,2015-12-13 00:00:00,13274,1983414,8674,10235,1,1,Netherlands Eredivisie
2015/2016,2016-01-23 00:00:00,13274,1983435,9791,8526,2,1,Netherlands Eredivisie
2015/2016,2016-01-26 00:00:00,13274,1983443,8525,8674,1,1,Netherlands Eredivisie
2015/2016,2016-01-31 00:00:00,13274,1983459,10235,10217,0,2,Netherlands Eredivisie
2008/2009,2008-11-23 00:00:00,15722,506643,8030,8028,0,0,Poland Ekstraklasa
2008/2009,2008-08-17 00:00:00,15722,506551,8242,8673,2,0,Poland Ekstraklasa
2009/2010,2009-10-30 00:00:00,15722,674190,8245,10265,2,3,Poland Ekstraklasa
2009/2010,2009-12-06 00:00:00,15722,674388,2183,8245,1,1,Poland Ekstraklasa
2009/2010,2010-05-08 00:00:00,15722,674874,8245,8030,1,0,Poland Ekstraklasa
2009/2010,2009-09-19 00:00:00,15722,673777,8322,2183,0,0,Poland Ekstraklasa
2010/2011,2010-10-23 00:00:00,15722,838477,10265,8030,5,2,Poland Ekstraklasa
2008/2009,2008-11-09 00:00:00,1,492575,9986,8342,2,2,Belgium Jupiler League
2008/2009,2008-11-23 00:00:00,1,492628,9991,9987,2,3,Belgium Jupiler League
2008/2009,2008-11-28 00:00:00,1,492664,7947,8635,0,2,Belgium Jupiler League
2008/2009,2008-12-21 00:00:00,1,492760,8571,10001,0,0,Belgium Jupiler League
2008/2009,2009-02-22 00:00:00,1,493008,8635,9985,4,2,Belgium Jupiler League
2008/2009,2009-02-21 00:00:00,1,493009,9999,9998,3,2,Belgium Jupiler League
2008/2009,2009-04-18 00:00:00,1,493073,4049,9986,3,1,Belgium Jupiler League
2008/2009,2009-05-02 00:00:00,1,493091,8203,9986,2,1,Belgium Jupiler League
2009/2010,2009-11-08 00:00:00,1,665548,9985,8342,3,1,Belgium Jupiler League
2010/2011,2010-07-31 00:00:00,1,838472,10001,9991,0,1,Belgium Jupiler League
2010/2011,2010-10-24 00:00:00,1,838600,9985,9991,2,1,Belgium Jupiler League
2010/2011,2010-11-14 00:00:00,1,838657,10000,8571,1,1,Belgium Jupiler League
2010/2011,2010-12-05 00:00:00,1,838696,10000,8635,1,2,Belgium Jupiler League
2010/2011,2011-01-28 00:00:00,1,838777,10000,9987,0,1,Belgium Jupiler League
2010/2011,2011-02-05 00:00:00,1,838789,8635,9997,2,0,Belgium Jupiler League
2010/2011,2010-08-22 00:00:00,1,838503,8342,8203,1,2,Belgium Jupiler League
2011/2012,2011-12-18 00:00:00,1,1032829,9985,9987,0,0,Belgium Jupiler League
2011/2012,2012-01-28 00:00:00,1,1032869,9991,9997,6,0,Belgium Jupiler League
2011/2012,2012-02-04 00:00:00,1,1032881,9994,9998,3,1,Belgium Jupiler League
2011/2012,2011-08-27 00:00:00,1,1032729,8571,9997,4,0,Belgium Jupiler League
2011/2012,2011-10-01 00:00:00,1,1032760,8571,8203,1,0,Belgium Jupiler League
2012/2013,2012-11-18 00:00:00,1,1224105,10000,9985,0,0,Belgium Jupiler League
2012/2013,2013-01-19 00:00:00,1,1224165,9998,8203,2,3,Belgium Jupiler League
2012/2013,2012-08-12 00:00:00,1,1224001,9991,1773,1,1,Belgium Jupiler League
2012/2013,2012-08-25 00:00:00,1,1224020,8571,8475,2,1,Belgium Jupiler League
2014/2015,2015-03-15 00:00:00,1,1718051,10000,8573,1,4,Belgium Jupiler League
2014/2015,2014-09-13 00:00:00,1,1717872,9984,9986,1,0,Belgium Jupiler League
2015/2016,2015-11-01 00:00:00,1,1979928,8635,274581,2,0,Belgium Jupiler League
2015/2016,2015-11-08 00:00:00,1,1979937,9985,8635,1,0,Belgium Jupiler League
2015/2016,2015-12-26 00:00:00,1,1979989,9986,9987,1,0,Belgium Jupiler League
2015/2016,2016-01-23 00:00:00,1,1980003,10000,1773,2,2,Belgium Jupiler League
2015/2016,2015-09-25 00:00:00,1,1979891,10000,10001,4,2,Belgium Jupiler League
2008/2009,2008-08-16 00:00:00,1729,489049,8559,10194,3,1,England Premier League
2008/2009,2008-11-01 00:00:00,1729,489142,10260,8667,4,3,England Premier League
2008/2009,2008-11-22 00:00:00,1729,489181,8455,10261,0,0,England Premier League
2008/2009,2009-01-10 00:00:00,1729,489246,8668,8667,2,0,England Premier League
2008/2009,2009-01-18 00:00:00,1729,489256,8654,9879,3,1,England Premier League
2008/2009,2009-03-14 00:00:00,1729,489331,8667,10261,1,1,England Premier League
2008/2009,2009-04-05 00:00:00,1729,489346,8668,8528,4,0,England Premier League
2008/2009,2009-04-25 00:00:00,1729,489382,8667,8650,1,3,England Premier League
2009/2010,2009-12-29 00:00:00,1729,658934,10252,8650,0,1,England Premier League
2009/2010,2010-01-17 00:00:00,1729,658955,10252,8654,0,0,England Premier League
2009/2010,2010-02-23 00:00:00,1729,659091,10260,8654,3,0,England Premier League
2009/2010,2010-04-03 00:00:00,1729,659141,8462,8655,0,0,England Premier League
2010/2011,2010-08-14 00:00:00,1729,839799,8559,9879,0,0,England Premier League
2010/2011,2010-11-10 00:00:00,1729,839926,8602,9825,0,2,England Premier League
2010/2011,2010-11-10 00:00:00,1729,839929,10252,8483,3,2,England Premier League
2010/2011,2010-11-13 00:00:00,1729,839941,10194,8650,2,0,England Premier League
2010/2011,2010-12-26 00:00:00,1729,839999,8602,8528,1,2,England Premier League
2010/2011,2011-01-05 00:00:00,1729,840067,8602,8455,1,0,England Premier League
2010/2011,2011-02-01 00:00:00,1729,840100,8659,8528,2,2,England Premier League
2010/2011,2010-08-28 00:00:00,1729,839839,8602,10261,1,1,England Premier League
2010/2011,2011-05-22 00:00:00,1729,840229,8668,8455,1,0,England Premier League
2010/2011,2010-09-11 00:00:00,1729,839845,8654,8455,1,3,England Premier League
2010/2011,2010-10-18 00:00:00,1729,839890,8655,8472,0,0,England Premier League
2011/2012,2011-08-14 00:00:00,1729,1024186,10194,8455,0,0,England Premier League
2011/2012,2011-11-05 00:00:00,1729,1024759,10260,8472,1,0,England Premier League
2011/2012,2012-02-11 00:00:00,1729,1025531,10260,8650,2,1,England Premier League
2012/2013,2013-01-02 00:00:00,1729,1229322,10261,8668,1,2,England Premier League
2012/2013,2013-05-19 00:00:00,1729,1228317,8528,10252,2,2,England Premier League
2012/2013,2012-09-15 00:00:00,1729,1228342,9850,8654,0,0,England Premier League
2012/2013,2012-09-16 00:00:00,1729,1228349,9798,8586,1,3,England Premier League
2012/2013,2012-10-01 00:00:00,1729,1228491,10172,8654,1,2,England Premier League
2012/2013,2012-10-06 00:00:00,1729,1229162,8455,9850,4,1,England Premier League
2013/2014,2014-01-18 00:00:00,1729,1474933,8654,10261,1,3,England Premier League
2013/2014,2014-03-31 00:00:00,1729,1475047,8472,8654,1,2,England Premier League
2013/2014,2013-09-21 00:00:00,1729,1474193,8455,9879,2,0,England Premier League
2013/2014,2013-09-21 00:00:00,1729,1474208,8654,8668,2,3,England Premier League
2014/2015,2014-12-21 00:00:00,1729,1724146,10261,8472,0,1,England Premier League
2014/2015,2015-02-21 00:00:00,1729,1724234,9826,9825,1,2,England Premier League
2014/2015,2015-03-07 00:00:00,1729,1724248,10172,8586,1,2,England Premier League
2014/2015,2014-08-30 00:00:00,1729,1724007,10261,9826,3,3,England Premier League
2015/2016,2015-11-01 00:00:00,1729,1988812,8668,8472,6,2,England Premier League
2015/2016,2015-11-07 00:00:00,1729,1988825,10260,8659,2,0,England Premier League
2015/2016,2016-05-02 00:00:00,1729,1989061,8455,8586,2,2,England Premier League
2015/2016,2015-09-19 00:00:00,1729,1988768,10003,8668,0,0,England Premier League
2008/2009,2008-12-07 00:00:00,4769,483291,9855,8583,0,0,France Ligue 1
2008/2009,2009-01-18 00:00:00,4769,483329,7819,9829,2,2,France Ligue 1
2008/2009,2008-08-30 00:00:00,4769,483160,9855,9829,1,0,France Ligue 1
2009/2010,2009-12-16 00:00:00,4769,654083,8682,9855,1,0,France Ligue 1
2009/2010,2009-12-16 00:00:00,4769,654092,8481,9831,2,0,France Ligue 1
2009/2010,2009-11-22 00:00:00,4769,654155,10249,8639,2,0,France Ligue 1
2009/2010,2009-12-19 00:00:00,4769,654238,9851,9847,1,0,France Ligue 1
2009/2010,2009-12-23 00:00:00,4769,654262,9874,9851,2,0,France Ligue 1
2009/2010,2010-03-06 00:00:00,4769,654457,9874,9941,1,0,France Ligue 1
2009/2010,2010-05-05 00:00:00,4769,654739,9748,8583,2,1,France Ligue 1
2009/2010,2010-05-08 00:00:00,4769,654747,9827,9874,2,0,France Ligue 1
2009/2010,2010-05-15 00:00:00,4769,654762,9831,9853,1,1,France Ligue 1
2009/2010,2009-09-26 00:00:00,4769,653995,8583,9855,2,0,France Ligue 1
2009/2010,2009-10-03 00:00:00,4769,654018,9855,10249,2,3,France Ligue 1
2010/2011,2010-12-19 00:00:00,4769,830116,8592,9748,1,1,France Ligue 1
2010/2011,2011-03-19 00:00:00,4769,830341,9873,9827,2,2,France Ligue 1
2010/2011,2010-09-11 00:00:00,4769,829913,8588,8639,1,4,France Ligue 1
2010/2011,2010-09-19 00:00:00,4769,829922,9827,9748,2,0,France Ligue 1
2011/2012,2011-10-15 00:00:00,4769,1019505,8521,7819,1,1,France Ligue 1
2011/2012,2011-10-15 00:00:00,4769,1019516,9941,8592,0,0,France Ligue 1
2011/2012,2011-12-02 00:00:00,4769,1019643,7819,8592,1,2,France Ligue 1
2011/2012,2011-08-13 00:00:00,4769,1019349,8689,9827,1,1,France Ligue 1
2011/2012,2012-02-11 00:00:00,4769,1019889,9873,8481,1,0,France Ligue 1
2011/2012,2012-04-22 00:00:00,4769,1020159,9748,8689,3,2,France Ligue 1
2011/2012,2012-05-02 00:00:00,4769,1020203,9748,9873,4,1,France Ligue 1
2012/2013,2012-08-11 00:00:00,4769,1216804,4087,9827,2,3,France Ligue 1
2012/2013,2012-11-11 00:00:00,4769,1216924,8592,9831,2,2,France Ligue 1
2012/2013,2012-08-19 00:00:00,4769,1216828,8592,9874,2,0,France Ligue 1
2012/2013,2013-03-10 00:00:00,4769,1217085,9748,8592,0,0,France Ligue 1
2012/2013,2013-03-10 00:00:00,4769,1217086,9831,10249,2,0,France Ligue 1
2012/2013,2013-05-18 00:00:00,4769,1217175,9847,8521,3,1,France Ligue 1
2012/2013,2013-05-26 00:00:00,4769,1217186,8689,9847,1,3,France Ligue 1
2012/2013,2012-10-20 00:00:00,4769,1216893,4087,9941,0,4,France Ligue 1
2013/2014,2013-10-25 00:00:00,4769,1468265,9830,8639,0,1,France Ligue 1
2013/2014,2013-12-14 00:00:00,4769,1468319,8576,8689,1,2,France Ligue 1
2013/2014,2014-02-08 00:00:00,4769,1468428,9873,9831,2,1,France Ligue 1
2013/2014,2014-03-08 00:00:00,4769,1468475,9747,4087,0,1,France Ligue 1
2013/2014,2014-03-22 00:00:00,4769,1468497,7794,9837,2,0,France Ligue 1
2013/2014,2014-05-17 00:00:00,4769,1468572,9853,8576,3,1,France Ligue 1
2014/2015,2014-12-07 00:00:00,4769,1709863,9837,9747,2,3,France Ligue 1
2014/2015,2015-02-14 00:00:00,4769,1709939,8639,9831,0,0,France Ligue 1
2015/2016,2015-08-07 00:00:00,4769,1989781,8639,9847,0,1,France Ligue 1
2015/2016,2015-10-18 00:00:00,4769,1989871,8592,8689,1,1,France Ligue 1
2015/2016,2016-01-09 00:00:00,4769,1989978,9837,9941,1,3,France Ligue 1
2015/2016,2016-02-06 00:00:00,4769,1990120,8121,9748,0,3,France Ligue 1
2015/2016,2016-03-19 00:00:00,4769,1990031,9853,10249,3,0,France Ligue 1
2008/2009,2009-02-28 00:00:00,7809,499507,9789,8226,0,0,Germany 1. Bundesliga
2008/2009,2009-03-07 00:00:00,7809,499522,9788,9790,4,1,Germany 1. Bundesliga
2009/2010,2009-11-21 00:00:00,7809,674376,9789,9905,0,0,Germany 1. Bundesliga
2009/2010,2009-12-05 00:00:00,7809,674398,10269,9911,1,1,Germany 1. Bundesliga
2009/2010,2010-01-17 00:00:00,7809,674428,8722,9789,2,3,Germany 1. Bundesliga
2009/2010,2009-08-15 00:00:00,7809,674278,8722,8721,1,3,Germany 1. Bundesliga
2009/2010,2010-02-12 00:00:00,7809,674469,9788,8165,2,1,Germany 1. Bundesliga
2009/2010,2010-03-27 00:00:00,7809,674524,9905,8721,0,2,Germany 1. Bundesliga
2009/2010,2010-04-04 00:00:00,7809,674531,8721,8226,4,0,Germany 1. Bundesliga
2009/2010,2009-09-27 00:00:00,7809,674328,8226,8177,5,1,Germany 1. Bundesliga
2010/2011,2011-04-08 00:00:00,7809,857347,9810,8697,1,1,Germany 1. Bundesliga
2010/2011,2011-04-16 00:00:00,7809,857353,8697,10189,1,1,Germany 1. Bundesliga
2010/2011,2011-05-14 00:00:00,7809,857408,9904,8165,3,1,Germany 1. Bundesliga
2011/2012,2011-10-30 00:00:00,7809,1030008,8722,8406,3,0,Germany 1. Bundesliga
2011/2012,2012-03-03 00:00:00,7809,1030285,8178,9823,2,0,Germany 1. Bundesliga
2011/2012,2011-10-01 00:00:00,7809,1029927,8177,8722,3,0,Germany 1. Bundesliga
2012/2013,2012-11-18 00:00:00,7809,1239571,8697,8194,2,1,Germany 1. Bundesliga
2012/2013,2012-11-24 00:00:00,7809,1239578,8721,8697,1,1,Germany 1. Bundesliga
2012/2013,2012-11-30 00:00:00,7809,1239602,8194,9810,4,0,Germany 1. Bundesliga
2012/2013,2013-03-03 00:00:00,7809,1239681,8194,9905,1,1,Germany 1. Bundesliga
2012/2013,2013-04-13 00:00:00,7809,1239727,9905,9790,1,2,Germany 1. Bundesliga
2012/2013,2013-04-27 00:00:00,7809,1239742,8178,8697,1,0,Germany 1. Bundesliga
2012/2013,2013-05-11 00:00:00,7809,1239756,8721,9789,3,3,Germany 1. Bundesliga
2012/2013,2012-10-06 00:00:00,7809,1239527,9905,8194,1,0,Germany 1. Bundesliga
2013/2014,2013-11-09 00:00:00,7809,1479091,9788,8165,3,1,Germany 1. Bundesliga
2013/2014,2014-02-01 00:00:00,7809,1479161,8406,8697,3,1,Germany 1. Bundesliga
2013/2014,2013-08-23 00:00:00,7809,1479008,9789,8697,1,0,Germany 1. Bundesliga
2013/2014,2014-05-10 00:00:00,7809,1479296,8178,8697,2,1,Germany 1. Bundesliga
2013/2014,2014-05-10 00:00:00,7809,1479299,8226,9776,3,1,Germany 1. Bundesliga
2013/2014,2013-10-05 00:00:00,7809,1479054,9788,9789,2,0,Germany 1. Bundesliga
2014/2015,2014-12-17 00:00:00,7809,1732858,9788,8697,4,1,Germany 1. Bundesliga
2014/2015,2015-03-01 00:00:00,7809,1732926,8697,8721,3,5,Germany 1. Bundesliga
2014/2015,2014-09-13 00:00:00,7809,1732737,8460,8722,0,0,Germany 1. Bundesliga
2014/2015,2015-05-10 00:00:00,7809,1733008,8460,8721,1,3,Germany 1. Bundesliga
2014/2015,2014-09-28 00:00:00,7809,1732766,9790,9810,1,2,Germany 1. Bundesliga
